CustomerID,Days_Since_Last_Purchase,Total_Transactions,Total_Products_Purchased,Total_Spend
17090,52,6,234,559.47
17091,2,6,205,359.05
17092,50,3,53,153.79000000000002
17094,322,1,22,22.7
17095,22,2,51,131.4
17096,15,4,50,165.5
17097,2,5,41,80.06
17100,18,1,54,105.6
17101,51,2,48,64.2
17105,159,2,41,68.68
17107,33,6,514,1322.93
17109,29,3,47,60.43
17111,47,1,21,25.5
17114,5,3,50,69.8
17115,8,2,18,57.2
17117,288,1,2,15.9
17119,3,2,26,43.86
17120,233,1,26,46.5
17122,119,1,12,19.799999999999997
17123,161,1,12,25.200000000000003
17124,185,1,17,27.47
17125,50,1,3,11.58
17126,152,5,54,62.97
17128,334,1,12,10.2
17131,5,4,72,229.9
17133,87,2,244,354.6
17135,16,5,196,141.04
17138,275,1,12,10.2
17139,15,12,425,899.7
17140,247,1,187,288.53
17142,239,1,6,17.700000000000003
17144,1,2,220,172.8
17146,263,2,27,60.45
17147,80,3,22,53.220000000000006
17152,194,1,1,2.1
17153,24,1,6,12.48
17154,75,1,60,36.12
17155,17,1,1,2.1
17157,7,2,30,87.3
17158,32,2,21,83.15
17159,21,3,112,153.8
17160,31,6,249,375.6
17162,28,4,45,128.29
17163,78,1,12,59.400000000000006
17164,32,5,78,196.0
17165,284,1,12,15.0
17166,38,1,6,22.5
17169,50,4,59,75.17
17171,289,1,12,15.0
17172,78,1,72,65.52
17173,5,5,114,344.28000000000003
17175,44,4,54,209.85000000000002
17179,178,3,31,100.85
17180,56,4,55,58.76
17181,57,2,75,82.17
17183,7,4,98,302.34000000000003
17187,226,1,12,30.599999999999998
17188,29,4,118,271.2
17189,106,2,26,42.08
17190,58,1,1,0.85
17191,28,6,56,94.36
17193,45,1,78,55.739999999999995
17194,360,1,2,15.7
17197,29,1,43,211.75
17198,23,3,9,49.91
17201,53,1,111,83.33
17203,35,5,169,192.83
17204,169,6,179,341.65000000000003
17205,53,1,200,72.0
17206,53,1,12,24.96
17211,26,7,75,132.09
17213,40,6,62,230.28
17214,85,4,21,68.55
17218,4,9,47,118.06
17219,31,1,5,6.29
17220,24,12,234,309.47
17221,7,2,79,89.9
17222,65,1,7,11.549999999999999
17223,310,1,1,2.1
17226,308,1,137,143.55
17227,70,3,26,29.0
17228,25,6,110,195.59
17229,142,1,9,15.149999999999999
17230,264,4,4,211.27999999999997
17231,12,10,168,307.94
17232,2,2,11,33.85
17233,35,1,5,10.31
17235,25,1,8,26.1
17236,12,6,30,55.54
17238,7,13,166,422.39
17239,312,2,2,12.3
17242,108,2,86,134.14
17243,1,23,347,969.0
17244,53,1,51,23.95
17247,15,1,22,72.32000000000001
17248,120,1,17,19.07
17250,3,2,28,67.25
17251,362,1,14,35.7
17252,186,1,10,20.099999999999998
17253,18,1,2,4.2
17254,4,2,12,24.439999999999998
17255,40,2,17,36.39
17259,148,2,19,43.900000000000006
17265,138,2,12,46.4
17266,2,3,11,20.64
17267,127,1,19,34.23
17272,46,3,118,116.1
17274,35,1,33,28.81
17277,227,2,51,68.14
17278,241,1,24,24.839999999999996
17282,173,2,122,183.87
17284,60,7,162,147.38
17286,21,1,2,5.050000000000001
17287,26,5,23,32.339999999999996
17288,9,3,104,169.1
17289,33,2,68,108.15
17290,3,2,28,35.370000000000005
17291,308,1,72,550.8000000000001
17293,8,7,173,211.25
17295,28,2,4,13.729999999999999
17297,17,1,5,23.35
17298,101,2,49,47.79
17299,11,2,36,60.599999999999994
17301,21,1,19,38.34
17302,14,5,71,90.53
17303,361,1,8,20.4
17306,99,3,156,253.20000000000002
17309,95,1,5,14.55
17311,78,2,120,107.82
17312,159,1,12,15.0
17313,31,1,120,149.51999999999998
17314,28,6,104,227.56
17315,1,25,313,465.22
17317,46,2,84,267.84
17320,100,2,22,104.3
17321,67,1,16,49.1
17323,15,8,70,111.12
17324,17,4,89,115.02
17325,280,1,20,29.0
17329,14,1,6,17.700000000000003
17331,123,1,16,175.2
17333,85,1,27,47.85
17334,308,1,12,25.200000000000003
17337,211,3,75,117.87
17338,17,9,297,629.8
17339,94,2,52,28.919999999999998
17340,29,11,622,1318.18
17341,156,3,29,50.15
17343,355,1,14,41.699999999999996
17344,46,1,2,6.7
17345,15,4,34,56.31
17346,3,15,170,211.61
17347,86,1,216,228.96
17348,14,5,163,120.36
17350,45,2,28,63.54
17351,169,1,3,2.55
17353,129,2,300,435.0
17354,50,1,172,177.15
17356,311,1,18,29.7
17357,24,1,24,69.36
17358,303,2,21,26.69
17359,11,1,1,1.25
17360,17,3,40,61.13
17362,239,2,19,16.77
17364,0,9,252,466.62
17365,12,7,590,543.36
17367,238,1,6,11.600000000000001
17368,23,7,134,169.53
17370,72,4,88,41.28
17371,17,1,8,18.65
17372,40,7,81,134.15
17373,71,2,39,50.29
17374,218,1,12,45.32
17375,190,4,28,21.98
17376,311,1,4,5.8
17377,23,16,139,462.99
17379,11,1,44,24.48
17381,66,7,3106,2165.04
17383,4,1,17,21.349999999999998
17384,19,1,4,8.32
17385,14,1,16,36.64
17386,7,2,182,185.14000000000001
17387,19,2,66,104.24000000000001
17388,131,1,1,9.95
17389,29,13,547,2970.17
17392,306,2,9,16.23
17397,22,2,14,42.07
17398,210,2,22,96.3
17400,126,4,128,231.66
17402,53,4,121,459.95
17403,36,1,8,13.2
17404,25,8,2229,2004.1399999999999
17405,1,3,94,91.17
17406,333,3,114,-58.910000000000004
17409,184,1,4,19.8
17410,37,3,27,48.69
17411,75,2,46,83.02000000000001
17412,2,6,104,236.5
17415,79,1,25,44.75
17416,29,6,373,574.39
17418,42,1,10,20.8
17419,22,7,122,319.18
17420,50,3,26,87.1
17422,16,7,237,175.95
17423,217,1,4,23.0
17425,60,1,6,31.5
17426,8,5,247,290.32
17428,64,16,533,1321.8500000000001
17429,120,4,46,59.06
17430,365,1,4,23.8
17431,313,1,54,64.2
17432,18,2,6,17.96
17433,88,1,12,22.259999999999998
17434,9,6,197,228.83
17436,1,1,6,15.299999999999999
17438,253,1,2,15.9
17440,156,1,36,30.599999999999998
17442,36,6,156,311.96
17444,151,2,160,249.65
17446,176,2,30,28.5
17447,71,1,26,42.599999999999994
17449,2,5,121,277.19
17450,8,19,5923,19988.94
17451,1,8,66,142.73999999999998
17453,17,2,45,84.89999999999999
17454,299,1,1,4.95
17456,365,1,12,10.2
17457,126,3,199,458.25
17458,15,1,16,39.6
17459,60,1,9,40.04
17460,268,1,6,17.700000000000003
17461,22,2,63,96.11
17462,60,2,14,61.5
17463,16,5,150,214.02
17466,10,2,18,52.78
17469,16,4,44,82.9
17470,44,5,98,85.22
17472,191,3,79,105.42
17475,79,1,6,12.600000000000001
17480,77,1,36,39.959999999999994
17481,15,3,33,92.03
17483,183,1,18,48.3
17486,261,1,16,36.8
17489,212,1,6,12.600000000000001
17490,0,7,125,204.17
17491,14,9,270,384.49
17496,358,1,1,19.95
17498,75,1,52,87.32
17499,289,1,60,45.12
17502,29,1,18,44.7
17503,2,2,96,122.4
17504,206,8,233,436.11
17505,161,2,41,148.35
17506,75,1,8,31.6
17507,261,2,51,97.51
17508,280,1,44,36.6
17509,57,8,321,592.99
17510,24,1,24,34.8
17511,2,36,6783,8141.55
17512,28,8,338,286.78000000000003
17513,72,1,48,199.20000000000002
17514,128,1,5,10.45
17515,31,4,28,74.1
17516,15,4,43,130.15
17517,308,1,12,7.800000000000001
17519,17,5,152,138.48
17520,53,1,17,72.79
17521,29,3,84,54.12
17522,1,3,204,99.9
17523,11,2,12,29.500000000000004
17525,359,1,8,63.6
17526,4,1,8,36.1
17527,53,2,44,96.2
17528,1,7,211,327.29
17530,1,8,150,217.75
17531,190,1,12,23.4
17535,280,1,4,15.0
17537,29,2,32,47.53
17540,24,1,4,17.0
17545,43,3,26,44.8
17548,217,1,-20,-33.0
17550,243,1,3,3.3499999999999996
17551,359,1,33,47.25
17552,71,1,28,44.2
17554,1,3,66,102.38
17555,19,2,36,65.46000000000001
17557,14,2,24,56.400000000000006
17561,19,1,8,6.26
17562,14,3,95,84.96000000000001
17564,24,3,13,34.55
17566,8,2,55,113.51
17567,57,6,249,530.66
17569,332,1,9,27.9
17571,50,3,68,125.85
17572,71,2,21,48.45
17573,29,2,9,35.550000000000004
17576,8,16,195,288.53
17579,4,3,32,62.400000000000006
17580,252,3,17,69.79
17581,0,18,550,945.56
17582,236,1,1,7.95
17584,7,2,30,76.5
17585,109,4,157,110.9
17588,100,2,84,267.4
17589,60,4,51,103.0
17590,2,3,93,218.35
17591,122,5,105,256.12
17593,3,5,203,239.43
17594,85,2,62,136.32
17595,12,2,14,33.59
17596,23,6,304,179.23000000000002
17597,213,1,334,194.22
17600,17,1,4,19.8
17601,239,1,7,11.999999999999998
17602,2,6,425,428.89
17603,50,3,-97,-547.17
17604,217,2,7,7.11
17608,33,1,30,18.36
17609,40,4,49,83.16
17611,30,11,240,329.27
17612,53,5,128,177.73
17613,22,12,318,640.16
17614,57,1,25,48.95
17615,203,1,2,15.9
17618,5,2,18,79.5
17619,312,1,16,29.2
17621,21,2,28,94.19999999999999
17623,32,1,8,41.6
17624,14,2,115,140.7
17625,18,4,106,283.51
17628,81,1,24,13.200000000000001
17629,5,5,66,160.15
17630,232,1,4,15.0
17631,1,2,16,45.2
17633,31,3,42,59.1
17634,36,8,72,231.91
17636,19,1,10,21.0
17637,115,1,32,58.760000000000005
17639,276,1,19,23.45
17642,176,1,10,20.8
17643,373,1,1,10.95
17644,1,9,155,241.19
17646,219,3,32,66.4
17647,65,1,12,24.96
17648,60,3,22,106.15
17649,138,1,9,32.550000000000004
17650,21,1,21,34.65
17651,11,9,425,406.32
17652,25,11,347,361.75
17653,29,3,148,63.28000000000001
17655,40,5,45,199.03
17656,73,2,42,42.78
17658,25,2,70,84.25999999999999
17659,17,7,265,342.33
17660,141,1,4,3.95
17663,25,3,60,153.96
17664,18,2,37,30.78
17666,65,1,98,123.41999999999999
17667,66,4,143,213.79
17668,1,1,5,52.74999999999999
17669,122,3,200,358.1
17671,157,4,42,-21.22
17672,50,3,143,155.1
17673,1,6,130,137.20000000000002
17674,74,2,48,28.44
17675,8,24,971,2278.75
17676,109,3,66,89.06
17677,1,17,996,1818.07
17678,263,1,24,30.0
17679,85,1,60,137.4
17680,23,1,8,16.8
17682,115,5,155,267.37
17684,43,1,12,19.799999999999997
17685,16,4,232,378.6
17686,7,6,184,573.2
17690,35,9,170,297.58
17691,358,2,12,47.400000000000006
17692,127,3,70,111.49999999999999
17693,137,1,60,35.879999999999995
17695,131,1,24,30.0
17696,38,5,64,130.4
17697,236,1,29,82.85
17700,16,5,182,385.88
17701,252,1,6,17.700000000000003
17702,30,4,82,68.44
17703,109,2,44,58.199999999999996
17704,168,1,8,33.2
17705,106,4,112,134.8
17706,4,11,413,910.72
17708,324,1,3,20.85
17709,169,1,2,16.5
17711,10,2,21,40.35
17712,44,1,18,36.7
17716,29,9,295,608.99
17719,37,11,138,406.96
17720,26,3,83,135.37
17722,96,4,240,283.51
17724,57,4,55,102.75
17725,16,11,187,324.43
17727,15,1,64,147.6
17728,3,3,139,275.49
17730,3,11,376,440.77000000000004
17731,79,4,39,89.25
17732,372,1,14,30.099999999999998
17734,53,3,42,111.48
17735,2,18,675,1053.9
17736,113,1,14,16.54
17737,9,2,15,29.85
17738,19,4,110,175.06
17739,360,1,24,81.36
17742,332,1,4,23.8
17744,3,4,112,117.28
17746,234,1,-1,-3.95
17749,178,2,28,48.4
17750,36,7,275,110.81
17754,0,4,225,264.26
17757,1,25,280,565.8100000000001
17758,19,7,172,260.91
17759,17,1,99,81.73
17760,21,1,1,2.25
17764,50,2,57,107.23
17765,158,3,20,44.36
17767,15,1,28,31.8
17768,8,3,156,207.96
17769,12,8,189,388.71
17770,212,3,15,96.55
17771,56,2,26,10.92
17772,10,1,7,47.379999999999995
17774,96,4,31,49.230000000000004
17777,24,3,31,46.99
17779,87,2,65,89.86999999999999
17781,159,1,7,13.09
17783,72,2,14,7.34
17786,85,2,6,6.27
17787,152,4,84,216.0
17789,281,1,12,35.400000000000006
17790,26,9,53,117.3
17791,29,1,13,18.25
17793,25,1,12,15.4
17795,264,1,10,16.5
17796,40,4,28,71.2
17797,22,2,27,45.36
17799,22,8,88,192.14000000000001
17800,49,6,98,144.95
17802,82,4,66,66.71
17805,73,1,1,2.49
17806,11,1,20,33.0
17809,16,4,174,244.39999999999998
17811,4,32,613,1126.3600000000001
17812,12,3,33,56.05
17813,14,6,95,119.49
17816,65,1,1,2.08
17817,277,1,1,2.55
17819,194,3,97,364.25
17824,51,1,24,30.0
17827,5,4,96,171.79999999999998
17828,8,5,63,546.66
17829,298,1,92,113.16
17830,1,2,10,51.2
17832,49,1,21,15.23
17835,2,2,7,13.27
17837,42,5,67,160.58
17838,26,5,56,165.1
17839,42,1,10,8.32
17841,1,127,1771,3547.05
17843,303,1,4,19.4
17848,128,4,102,183.42
17849,263,1,7,102.95
17850,302,13,120,273.72
17852,11,2,4,14.4
17854,227,1,2,9.9
17855,372,1,38,67.74000000000001
17856,1,2,164,478.92
17857,4,4,1001,3177.5
17858,5,9,264,525.47
17859,304,1,5,13.05
17860,368,1,17,18.23
17861,3,7,193,230.12
17862,323,1,24,90.0
17863,59,5,234,257.08
17864,89,2,44,32.4
17865,30,16,603,1172.69
17866,142,1,31,83.6
17867,30,1,15,23.43
17869,246,1,1,14.95
17870,2,9,132,143.4
17871,204,1,4,16.6
17873,240,2,49,63.67
17874,225,2,68,167.34
17877,170,1,2,11.9
17878,43,1,20,5.8
17879,173,1,28,130.51999999999998
17880,364,1,38,82.28
17883,3,4,31,52.34
17884,3,4,41,57.23
17885,12,1,11,23.79
17886,31,3,33,65.05
17887,129,1,8,55.199999999999996
17888,59,6,116,146.96
17889,212,2,3,3.8
17890,322,2,104,152.27
17891,162,1,24,10.08
17892,56,2,41,99.25
17893,225,1,37,15.54
17894,71,6,35,69.31
17895,44,1,51,27.63
17897,172,3,23,79.84
17898,85,2,16,29.2
17899,159,1,4,18.4
17901,29,1,4,20.77
17904,21,1,5,18.45
17905,352,2,11,17.75
17908,373,1,6,5.1
17911,9,1,70,75.25999999999999
17912,360,2,7,15.15
17913,58,2,10,17.0
17914,3,1,20,19.14
17917,45,3,20,26.1
17919,88,1,120,78.0
17920,4,14,187,299.13
17921,64,4,59,98.51
17924,31,2,7,70.6
17926,133,2,16,53.2
17928,246,1,6,6.6899999999999995
17930,35,3,116,303.48
17931,134,2,3,11.450000000000001
17932,29,3,56,110.9
17934,51,2,70,100.9
17935,138,2,14,18.03
17936,5,1,28,19.88
17937,8,5,348,633.84
17939,159,1,4,5.339999999999999
17940,128,3,1078,247.9
17946,233,1,17,15.649999999999999
17949,98,9,3365,7045.0599999999995
17950,72,3,35,48.18
17951,39,2,60,82.56
17954,5,11,161,175.37
17955,219,1,9,58.25
17957,66,1,50,9.64
17960,171,1,6,7.8999999999999995
17961,21,16,52,114.95
17962,142,1,6,4.54
17964,31,2,22,39.85
17965,59,13,179,249.89
17966,151,3,165,75.15
17967,371,1,2,3.35
17968,373,1,5,12.45
17969,166,1,14,37.5
17970,211,1,3,8.850000000000001
17972,241,1,3,16.75
17974,24,2,25,36.11
17975,15,12,169,524.66
17976,372,1,4,13.1
17977,29,1,53,43.11
17978,365,1,12,35.400000000000006
17979,35,3,44,54.5
17980,165,2,110,114.9
17984,145,1,6,6.99
17985,22,1,14,64.8
17988,11,5,6,61.260000000000005
17990,236,2,14,34.5
17994,189,2,35,22.5
17997,74,8,317,430.88
17999,37,2,28,71.94
18001,12,2,28,35.15
18004,362,1,6,9.19
18005,3,2,24,40.99
18006,23,1,1,2.55
18008,263,1,2,7.9
18009,235,1,19,61.36
18010,256,1,3,11.85
18011,373,1,2,5.9
18013,155,1,7,8.75
18014,28,1,2,3.33
18015,4,1,10,13.5
18016,32,3,116,156.24
18018,108,1,1,2.55
18022,35,1,17,44.33
18024,152,1,45,167.11
18027,98,1,2,6.35
18030,4,1,12,10.2
18033,65,1,10,13.4
18034,21,2,38,32.93
18035,35,3,130,131.29999999999998
18036,32,3,13,22.25
18037,362,1,2,3.9
18040,19,2,30,62.400000000000006
18041,11,14,395,375.0
18042,53,1,7,39.65
18043,24,3,25,78.67
18044,4,6,72,161.52
18045,45,1,19,31.71
18048,203,1,12,45.0
18053,70,1,18,25.5
18055,7,7,218,501.86
18056,288,1,24,20.4
18059,9,2,20,32.6
18061,107,4,35,101.99000000000001
18062,220,2,90,47.22
18064,235,1,80,204.0
18065,5,8,61,168.55
18066,75,1,32,60.0
18067,40,1,37,47.05
18068,289,1,6,101.69999999999999
18069,26,5,79,119.95
18071,257,2,60,75.0
18072,155,2,11,1.3199999999999994
18073,128,7,123,173.58
18074,373,1,40,102.0
18075,59,8,126,197.6
18077,8,9,161,240.39000000000001
18078,259,1,6,9.899999999999999
18079,45,3,785,311.2
18080,242,1,330,841.4999999999999
18081,133,1,5,28.55
18082,25,1,22,68.97
18084,301,1,-1,-2.95
18085,330,1,42,92.4
18086,274,1,30,29.58
18087,290,1,3906,3202.9199999999996
18088,61,1,13,13.37
18092,38,6,284,955.56
18093,93,4,268,290.6
18094,81,3,100,208.92000000000002
18095,312,2,20,55.2
18096,11,3,108,47.22
18097,7,4,117,206.04000000000002
18101,11,2,12,39.47
18102,0,28,7500,32671.28
18104,37,1,42,135.66
18105,37,1,2,4.05
18106,329,1,14,72.2
18108,254,1,4,17.0
18109,7,16,154,488.11
18110,19,2,0,-12.0
18112,12,1,8,48.7
18114,290,1,4,12.5
18116,67,8,46,116.05
18117,25,1,109,59.09
18118,10,25,206,482.51
18119,367,1,5,18.3
18120,214,1,2,11.7
18121,154,1,7,13.45
18122,8,6,122,151.95
18123,31,1,18,32.7
18125,29,4,73,136.76
18126,60,1,10,11.38
18127,19,3,50,41.28
18130,15,3,107,88.27000000000001
18135,190,1,6,9.7
18136,63,2,24,76.80000000000001
18139,17,5,318,404.04
18142,151,2,11,14.58
18143,116,2,80,127.9
18144,30,5,65,380.55
18145,12,4,175,260.89
18146,140,1,24,13.200000000000001
18147,45,1,24,39.599999999999994
18149,215,1,30,48.5
18150,32,2,42,55.2
18151,134,2,36,79.6
18154,43,1,24,20.4
18155,165,2,10,-1.700000000000001
18156,12,2,12,39.43
18158,9,2,30,37.8
18160,57,2,16,83.0
18161,15,4,72,171.78
18164,37,1,29,30.3
18167,23,3,56,195.60000000000002
18168,176,7,84,155.37
18169,60,1,6,24.900000000000002
18170,33,3,72,108.16
18171,158,3,23,58.650000000000006
18172,14,9,250,687.79
18173,199,1,10,59.5
18176,353,2,62,42.300000000000004
18177,157,4,62,119.1
18178,128,5,37,133.35
18179,53,4,46,83.1
18180,4,5,94,146.84
18181,24,1,26,41.06
18183,227,2,26,36.92
18188,15,3,150,246.78
18189,77,2,61,156.95000000000002
18190,330,1,6,17.700000000000003
18192,71,1,40,98.2
18193,165,1,6,17.700000000000003
18196,95,2,15,26.0
18198,4,11,498,867.48
18200,106,1,6,9.02
18202,199,2,75,185.59
18203,157,1,9,59.95
18204,71,3,85,139.13
18205,36,1,23,87.93
18209,28,1,3,17.85
18210,9,4,59,170.41
18211,43,4,80,94.19999999999999
18212,326,1,12,7.74
18213,236,1,38,60.1
18215,89,1,34,78.7
18216,31,1,52,76.52
18217,29,2,46,52.7
18218,267,1,-12,-10.2
18219,43,4,66,205.44
18220,219,2,142,150.14000000000001
18221,22,1,60,40.92
18222,92,1,3,14.850000000000001
18223,1,15,280,585.94
18225,3,14,302,390.8
18226,44,10,327,577.49
18228,56,2,74,213.54000000000002
18229,86,9,162,556.1
18230,9,4,78,198.18
18231,192,5,21,108.15
18232,192,2,21,47.550000000000004
18235,71,3,171,178.53
18236,129,1,6,29.700000000000003
18237,2,4,121,204.63
18239,218,3,38,58.5
18241,9,11,135,341.47
18242,72,2,52,155.4
18245,7,6,175,254.66
18248,122,2,11,43.35
18249,17,1,4,15.0
18252,50,2,44,58.09
18257,39,6,136,279.15999999999997
18259,24,2,48,174.60000000000002
18260,172,5,127,267.01
18261,43,1,12,19.799999999999997
18263,25,3,184,97.03999999999999
18265,158,1,11,48.45
18269,366,1,24,20.4
18272,2,5,140,248.54000000000002
18273,2,1,20,51.0
18274,17,2,4,42.48
18276,43,1,42,35.88
18278,73,1,16,25.2
18280,277,1,14,58.5
18281,180,1,1,16.95
18283,3,13,115,182.76
18287,58,2,102,117.9
