InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,Country,TotalSales
538849,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2010-12-14 13:31:00,2.95,United Kingdom,29.5
580998,22694,WICKER STAR ,2,2011-12-06 17:26:00,2.1,United Kingdom,4.2
536862,47566b,TEA TIME PARTY BUNTING,2,2010-12-03 11:13:00,8.47,United Kingdom,16.94
561513,20840,FRENCH FLORAL CUSHION COVER ,1,2011-07-27 15:12:00,3.29,United Kingdom,3.29
549562,22413,METAL SIGN TAKE IT OR LEAVE IT ,1,2011-04-10 13:48:00,2.95,United Kingdom,2.95
544067,85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,6,2011-02-15 14:02:00,4.25,United Kingdom,25.5
571914,22664,TOY TIDY DOLLY GIRL DESIGN,10,2011-10-19 15:33:00,2.1,United Kingdom,21.0
541406,22251,BIRDHOUSE DECORATION MAGIC GARDEN,3,2011-01-17 15:19:00,1.25,United Kingdom,3.75
567192,21833,CAMOUFLAGE LED TORCH,1,2011-09-19 09:20:00,1.69,United Kingdom,1.69
566599,21833,CAMOUFLAGE LED TORCH,6,2011-09-13 15:37:00,1.69,United Kingdom,10.14
575117,85032B,BLOSSOM IMAGES GIFT WRAP SET,1,2011-11-08 14:22:00,0.65,United Kingdom,0.65
556041,22084,PAPER CHAIN KIT EMPIRE,3,2011-06-08 12:44:00,2.95,United Kingdom,8.850000000000001
576256,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-11-14 14:09:00,2.95,United Kingdom,17.700000000000003
569672,23395,BELLE JARDINIERE CUSHION COVER,2,2011-10-05 13:58:00,3.75,United Kingdom,7.5
572065,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,2,2011-10-20 13:06:00,2.1,Spain,4.2
579885,35646,VINTAGE BEAD PINK EVENING BAG,4,2011-11-30 17:37:00,1.25,United Kingdom,5.0
555560,21447,12 IVORY ROSE PEG PLACE SETTINGS,1,2011-06-05 14:20:00,1.25,United Kingdom,1.25
574253,21889,WOODEN BOX OF DOMINOES,12,2011-11-03 13:30:00,1.25,United Kingdom,15.0
540414,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,24,2011-01-07 10:32:00,2.95,Germany,70.80000000000001
579777,23343,JUMBO BAG VINTAGE CHRISTMAS ,66,2011-11-30 15:13:00,2.46,United Kingdom,162.35999999999999
556017,21976,PACK OF 60 MUSHROOM CAKE CASES,24,2011-06-08 11:56:00,0.55,United Kingdom,13.200000000000001
567981,84029E,RED WOOLLY HOTTIE WHITE HEART.,7,2011-09-23 11:22:00,7.46,United Kingdom,52.22
554278,22913,RED COAT RACK PARIS FASHION,1,2011-05-23 13:25:00,4.95,United Kingdom,4.95
576339,22750,FELTCRAFT PRINCESS LOLA DOLL,3,2011-11-14 15:27:00,7.46,United Kingdom,22.38
547109,22859,EASTER TIN BUNNY BOUQUET,6,2011-03-21 11:46:00,1.65,Belgium,9.899999999999999
577035,22992,REVOLVER WOODEN RULER ,12,2011-11-17 13:21:00,1.95,United Kingdom,23.4
559527,82552,WASHROOM METAL SIGN,3,2011-07-10 11:24:00,1.45,United Kingdom,4.35
547715,22221,CAKE STAND LOVEBIRD 2 TIER PINK,2,2011-03-25 08:50:00,9.95,Germany,19.9
551520,21867,PINK UNION JACK  LUGGAGE TAG,1,2011-05-01 11:55:00,1.25,United Kingdom,1.25
578147,23555,LANDMARK FRAME NOTTING HILL ,1,2011-11-23 11:09:00,12.5,United Kingdom,12.5
543467,22156,HEART DECORATION WITH PEARLS ,1,2011-02-08 14:35:00,1.63,United Kingdom,1.63
545901,22605,WOODEN CROQUET GARDEN SET,4,2011-03-07 17:52:00,12.75,United Kingdom,51.0
564191,21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,1,2011-08-23 16:16:00,2.95,United Kingdom,2.95
547971,16216,LETTER SHAPE PENCIL SHARPENER,10,2011-03-28 16:37:00,0.16,United Kingdom,1.6
545571,22079,RIBBON REEL HEARTS DESIGN ,10,2011-03-03 16:34:00,1.65,United Kingdom,16.5
562161,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,1,2011-08-03 11:58:00,2.95,United Kingdom,2.95
573576,22083,PAPER CHAIN KIT RETROSPOT,1,2011-10-31 14:09:00,5.79,United Kingdom,5.79
569869,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,36,2011-10-06 14:59:00,1.25,United Kingdom,45.0
570200,20727,LUNCH BAG  BLACK SKULL.,4,2011-10-07 16:03:00,1.65,United Kingdom,6.6
555816,82494L,WOODEN FRAME ANTIQUE WHITE ,16,2011-06-07 11:49:00,2.95,United Kingdom,47.2
567742,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,2011-09-22 10:47:00,1.65,United Kingdom,19.799999999999997
540646,22321,BIRD DECORATION RED RETROSPOT,1,2011-01-10 14:32:00,1.66,United Kingdom,1.66
551171,22766,PHOTO FRAME CORNICE,2,2011-04-26 16:45:00,2.95,United Kingdom,5.9
556188,20869,GOLD FABRIC MIRROR,5,2011-06-09 11:49:00,0.39,United Kingdom,1.9500000000000002
545301,22432,WATERING CAN PINK BUNNY,8,2011-03-01 12:26:00,1.95,France,15.6
560901,85054,FRENCH ENAMEL POT W LID,6,2011-07-21 17:39:00,2.95,Germany,17.700000000000003
544931,22891,TEA FOR ONE POLKADOT,3,2011-02-24 18:59:00,4.25,Switzerland,12.75
576837,37500,TEA TIME TEAPOT IN GIFT BOX,1,2011-11-16 15:16:00,8.29,United Kingdom,8.29
552520,23194,GYMKHANA TREASURE BOOK BOX,1,2011-05-09 16:34:00,4.58,United Kingdom,4.58
554059,37327,ASSTD MULTICOLOUR CIRCLES MUG,48,2011-05-20 16:25:00,0.39,United Kingdom,18.72
547224,84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,12,2011-03-21 15:15:00,0.55,United Kingdom,6.6000000000000005
559337,22653,BUTTON BOX ,1,2011-07-07 16:27:00,1.63,United Kingdom,1.63
576686,22689,DOORMAT MERRY CHRISTMAS RED ,1,2011-11-16 12:08:00,8.25,United Kingdom,8.25
577497,85099B,JUMBO BAG RED RETROSPOT,2,2011-11-20 12:22:00,2.08,United Kingdom,4.16
549524,21865,PINK UNION JACK  PASSPORT COVER ,2,2011-04-08 15:42:00,4.13,United Kingdom,8.26
551982,21714,CITRONELLA CANDLE GARDEN POT,6,2011-05-05 13:56:00,1.25,United Kingdom,7.5
577768,22301,COFFEE MUG CAT + BIRD DESIGN,1,2011-11-21 15:18:00,4.96,United Kingdom,4.96
573763,23583,LUNCH BAG PAISLEY PARK  ,20,2011-11-01 09:56:00,1.65,United Kingdom,33.0
548162,21426,WOODLAND STORAGE BOX SMALL,3,2011-03-29 13:42:00,4.96,United Kingdom,14.879999999999999
538361,22193,RED DINER WALL CLOCK,1,2010-12-10 16:36:00,8.5,United Kingdom,8.5
581217,16238,PARTY TIME PENCIL ERASERS,1,2011-12-08 09:20:00,0.42,United Kingdom,0.42
578032,23313,VINTAGE CHRISTMAS BUNTING,5,2011-11-22 13:41:00,4.95,United Kingdom,24.75
559055,35653,VINTAGE BEAD NOTEBOOK,5,2011-07-05 17:09:00,2.46,United Kingdom,12.3
568207,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,6,2011-09-25 15:34:00,2.89,United Kingdom,17.34
545933,21499,BLUE POLKADOT WRAP,25,2011-03-08 12:04:00,0.42,United Kingdom,10.5
556429,37340,MULTICOLOUR SPRING FLOWER MUG,1,2011-06-10 13:23:00,8.29,United Kingdom,8.29
566922,22629,SPACEBOY LUNCH BOX ,12,2011-09-15 14:58:00,1.95,United Kingdom,23.4
576189,22563,HAPPY STENCIL CRAFT,1,2011-11-14 11:33:00,1.25,United Kingdom,1.25
560434,72741,GRAND CHOCOLATECANDLE,3,2011-07-18 15:56:00,2.76,United Kingdom,8.28
563522,21832,CHOCOLATE CALCULATOR,7,2011-08-17 10:59:00,1.65,United Kingdom,11.549999999999999
575947,21942,SKULLS DESIGN FLANNEL,1,2011-11-13 11:50:00,1.63,United Kingdom,1.63
568187,22673,FRENCH GARDEN SIGN BLUE METAL,12,2011-09-25 14:32:00,1.25,United Kingdom,15.0
569898,23235,STORAGE TIN VINTAGE LEAF,1,2011-10-06 16:08:00,5.79,United Kingdom,5.79
556485,22517,CHILDS GARDEN RAKE PINK,1,2011-06-12 13:21:00,2.1,United Kingdom,2.1
541516,82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",4,2011-01-18 17:34:00,0.83,United Kingdom,3.32
576642,71053,WHITE METAL LANTERN,4,2011-11-16 09:59:00,3.75,United Kingdom,15.0
538148,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,6,2010-12-09 16:26:00,1.84,United Kingdom,11.040000000000001
578270,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,2,2011-11-23 13:39:00,3.29,United Kingdom,6.58
558810,23156,SET OF 5 MINI GROCERY MAGNETS,1,2011-07-04 11:11:00,4.13,United Kingdom,4.13
551992,22763,KEY CABINET MA CAMPAGNE,8,2011-05-05 15:31:00,9.95,United Kingdom,79.6
545901,22924,FRIDGE MAGNETS LA VIE EN ROSE,6,2011-03-07 17:52:00,0.85,United Kingdom,5.1
562211,85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,24,2011-08-03 13:22:00,0.39,United Kingdom,9.36
559554,23209,LUNCH BAG DOILEY PATTERN ,10,2011-07-11 10:12:00,1.65,United Kingdom,16.5
569699,22900,SET 2 TEA TOWELS I LOVE LONDON ,6,2011-10-05 15:52:00,3.25,France,19.5
538635,84992,72 SWEETHEART FAIRY CAKE CASES,1,2010-12-13 13:32:00,0.55,United Kingdom,0.55
569408,23349,ROLL WRAP VINTAGE CHRISTMAS,72,2011-10-04 09:26:00,1.04,United Kingdom,74.88
553833,23003,TRAVEL CARD WALLET VINTAGE ROSE ,3,2011-05-19 11:41:00,0.42,United Kingdom,1.26
551997,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,5,2011-05-05 15:47:00,3.29,United Kingdom,16.45
549738,20682,RED RETROSPOT CHILDRENS UMBRELLA,12,2011-04-12 09:28:00,3.25,Hong Kong,39.0
562670,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,2011-08-08 13:42:00,1.25,EIRE,15.0
557248,22526,WHEELBARROW FOR CHILDREN ,1,2011-06-17 15:22:00,12.75,United Kingdom,12.75
539089,21931,JUMBO STORAGE BAG SUKI,10,2010-12-16 09:46:00,1.95,United Kingdom,19.5
540352,84251G,"GREETING CARD, OVERCROWDED POOL.",1,2011-01-06 14:27:00,0.43,United Kingdom,0.43
578653,22296,HEART IVORY TRELLIS LARGE,12,2011-11-24 16:40:00,1.65,United Kingdom,19.799999999999997
566287,22536,MAGIC DRAWING SLATE PURDEY,1,2011-09-11 15:11:00,0.42,United Kingdom,0.42
568392,16048,TEATIME ROUND PENCIL SHARPENER ,24,2011-09-27 10:08:00,0.12,United Kingdom,2.88
553725,22979,PANTRY WASHING UP BRUSH,12,2011-05-18 16:51:00,1.45,United Kingdom,17.4
539957,22777,GLASS CLOCHE LARGE,12,2010-12-23 12:58:00,7.65,Germany,91.80000000000001
C545516,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,-1,2011-03-03 12:11:00,2.95,United Kingdom,-2.95
572553,22572,ROCKING HORSE GREEN CHRISTMAS ,1,2011-10-24 17:09:00,1.63,United Kingdom,1.63
567429,22966,GINGERBREAD MAN COOKIE CUTTER,12,2011-09-20 11:39:00,1.25,United Kingdom,15.0
549989,90142D,MOP PENDANT SHELL NECKLACE,4,2011-04-13 16:58:00,4.95,United Kingdom,19.8
538626,22113,GREY HEART HOT WATER BOTTLE,6,2010-12-13 12:57:00,3.75,United Kingdom,22.5
562046,21982,PACK OF 12 SUKI TISSUES ,24,2011-08-02 10:34:00,0.29,Switzerland,6.959999999999999
549911,22746,POPPY'S PLAYHOUSE LIVINGROOM ,6,2011-04-13 08:26:00,2.1,United Kingdom,12.600000000000001
539436,21231,SWEETHEART CERAMIC TRINKET BOX,3,2010-12-17 14:49:00,2.51,United Kingdom,7.529999999999999
545059,22507,MEMO BOARD RETROSPOT  DESIGN,4,2011-02-27 13:04:00,4.95,United Kingdom,19.8
571918,22983,CARD BILLBOARD FONT,12,2011-10-19 16:05:00,0.42,United Kingdom,5.04
571433,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,24,2011-10-17 13:19:00,0.39,United Kingdom,9.36
578844,23525,WALL ART BUFFALO BILL ,1,2011-11-25 16:14:00,7.46,United Kingdom,7.46
543653,22294,HEART FILIGREE DOVE  SMALL,2,2011-02-11 10:26:00,1.25,United Kingdom,2.5
556044,23055,IVORY CHANDELIER T-LIGHT HOLDER,3,2011-06-08 12:50:00,6.25,United Kingdom,18.75
578844,22059,CERAMIC STRAWBERRY DESIGN MUG,1,2011-11-25 16:14:00,3.29,United Kingdom,3.29
574862,23206,LUNCH BAG APPLE DESIGN,10,2011-11-07 12:27:00,1.65,Belgium,16.5
575143,82482,WOODEN PICTURE FRAME WHITE FINISH,12,2011-11-08 15:37:00,2.95,United Kingdom,35.400000000000006
570459,23539,WALL ART LOVES' SECRET ,4,2011-10-10 15:42:00,5.95,United Kingdom,23.8
575185,21523,DOORMAT FANCY FONT HOME SWEET HOME,10,2011-11-09 08:50:00,7.08,United Kingdom,70.8
578067,22109,FULL ENGLISH BREAKFAST PLATE,2,2011-11-22 15:43:00,7.46,United Kingdom,14.92
580115,22163,HEART STRING MEMO HOLDER HANGING,1,2011-12-01 16:22:00,1.63,United Kingdom,1.63
551718,85132B,CHARLIE AND LOLA TABLE TINS,1,2011-05-03 16:06:00,5.79,United Kingdom,5.79
574298,20963,APPLE BATH SPONGE,1,2011-11-03 15:56:00,2.46,United Kingdom,2.46
578347,23122,PARTY CHARMS 50 PIECES,1,2011-11-24 09:26:00,1.63,United Kingdom,1.63
579672,22960,JAM MAKING SET WITH JARS,12,2011-11-30 12:41:00,3.75,United Kingdom,45.0
544211,22742,MAKE YOUR OWN PLAYTIME CARD KIT,6,2011-02-17 11:05:00,2.95,United Kingdom,17.700000000000003
578270,22975,SPACEBOY CHILDRENS EGG CUP,3,2011-11-23 13:39:00,2.46,United Kingdom,7.38
539437,20971,PINK BLUE FELT CRAFT TRINKET BOX,1,2010-12-17 14:54:00,2.51,United Kingdom,2.51
579399,22966,GINGERBREAD MAN COOKIE CUTTER,2,2011-11-29 12:09:00,1.25,United Kingdom,2.5
544598,21326,AGED GLASS SILVER T-LIGHT HOLDER,11,2011-02-21 18:10:00,1.63,United Kingdom,17.93
559052,20770,ABSTRACT CIRCLE JOURNAL ,2,2011-07-05 16:53:00,2.46,United Kingdom,4.92
556467,22652,TRAVEL SEWING KIT,2,2011-06-12 11:17:00,1.65,United Kingdom,3.3
548014,22730,ALARM CLOCK BAKELIKE IVORY,4,2011-03-29 11:29:00,3.75,United Kingdom,15.0
576353,21889,WOODEN BOX OF DOMINOES,8,2011-11-14 16:17:00,1.25,United Kingdom,10.0
547658,84692,BOX OF 24 COCKTAIL PARASOLS,3,2011-03-24 13:04:00,0.42,United Kingdom,1.26
554986,21937,STRAWBERRY   PICNIC BAG,3,2011-05-29 12:35:00,2.95,United Kingdom,8.850000000000001
571905,79302M,"ART LIGHTS,FUNK MONKEY",6,2011-10-19 14:51:00,2.95,Cyprus,17.700000000000003
580193,22666,RECIPE BOX PANTRY YELLOW DESIGN,5,2011-12-02 12:03:00,2.95,United Kingdom,14.75
546223,22561,WOODEN SCHOOL COLOURING SET,12,2011-03-10 12:22:00,1.65,United Kingdom,19.799999999999997
547490,21903,MAN FLU METAL SIGN,4,2011-03-23 11:48:00,2.1,United Kingdom,8.4
C548995,22356,CHARLOTTE BAG PINK POLKADOT,-1,2011-04-05 14:08:00,0.85,United Kingdom,-0.85
547568,22424,ENAMEL BREAD BIN CREAM,8,2011-03-24 09:50:00,10.95,United Kingdom,87.6
564974,22107,PIZZA PLATE IN BOX,1,2011-08-31 15:32:00,3.29,United Kingdom,3.29
564356,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,2011-08-24 15:47:00,2.95,United Kingdom,2.95
576617,21786,POLKADOT RAIN HAT ,2,2011-11-15 16:57:00,0.83,United Kingdom,1.66
560742,23284,DOORMAT KEEP CALM AND COME IN,2,2011-07-20 15:44:00,7.95,United Kingdom,15.9
543470,21061,PARTY INVITES FOOTBALL,12,2011-02-08 14:58:00,0.85,United Kingdom,10.2
573093,23354,6 GIFT TAGS 50'S CHRISTMAS ,1,2011-10-27 14:38:00,0.83,United Kingdom,0.83
570292,23542,WALL ART 70'S ALPHABET ,2,2011-10-10 11:59:00,8.25,United Kingdom,16.5
577057,22632,HAND WARMER RED RETROSPOT,1,2011-11-17 14:26:00,2.1,United Kingdom,2.1
579162,22629,SPACEBOY LUNCH BOX ,10,2011-11-28 13:58:00,1.95,United Kingdom,19.5
544598,22091,EMPIRE TISSUE BOX,1,2011-02-21 18:10:00,2.46,United Kingdom,2.46
551518,22721,SET OF 3 CAKE TINS SKETCHBOOK,3,2011-05-01 11:36:00,4.95,United Kingdom,14.850000000000001
542622,21891,TRADITIONAL WOODEN SKIPPING ROPE,1,2011-01-31 09:09:00,2.46,United Kingdom,2.46
540848,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,2011-01-12 09:26:00,5.91,United Kingdom,5.91
574891,21944,KITTENS DESIGN FLANNEL,1,2011-11-07 14:28:00,0.85,United Kingdom,0.85
539713,22049,WRAP CHRISTMAS SCREEN PRINT,25,2010-12-21 12:43:00,0.42,United Kingdom,10.5
542216,85232D,SET/3 DECOUPAGE STACKING TINS,3,2011-01-26 12:29:00,4.95,EIRE,14.850000000000001
554076,23065,LARGE DECO JEWELLERY STAND,1,2011-05-22 11:30:00,12.5,United Kingdom,12.5
570452,23240,SET OF 4 KNICK KNACK TINS DOILY ,6,2011-10-10 15:15:00,4.15,Germany,24.900000000000002
558196,21787,RAIN PONCHO RETROSPOT,8,2011-06-27 12:38:00,0.85,United Kingdom,6.8
574694,22466,FAIRY TALE COTTAGE NIGHT LIGHT,12,2011-11-06 13:36:00,1.95,Norway,23.4
537773,21891,TRADITIONAL WOODEN SKIPPING ROPE,2,2010-12-08 12:36:00,1.25,United Kingdom,2.5
556937,22637,PIGGY BANK RETROSPOT ,4,2011-06-15 16:05:00,2.55,United Kingdom,10.2
548308,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,6,2011-03-30 12:00:00,0.85,United Kingdom,5.1
546951,21159,MOODY BOY  DOOR HANGER ,3,2011-03-18 11:30:00,1.45,United Kingdom,4.35
578678,23225,CHERUB HEART DECORATION SILVER ,1,2011-11-24 19:59:00,0.83,United Kingdom,0.83
580729,84988,SET OF 72 PINK HEART PAPER DOILIES,1,2011-12-05 17:24:00,2.92,United Kingdom,2.92
554514,21033,JUMBO BAG CHARLIE AND LOLA TOYS,1,2011-05-24 15:58:00,4.13,United Kingdom,4.13
540848,84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,10,2011-01-12 09:26:00,8.47,United Kingdom,84.7
553856,21078,SET/20 STRAWBERRY PAPER NAPKINS ,2,2011-05-19 13:28:00,0.85,United Kingdom,1.7
566602,22703,PINK CAT BOWL,2,2011-09-13 16:05:00,1.63,United Kingdom,3.26
568238,21500,PINK POLKADOT WRAP ,25,2011-09-26 12:00:00,0.42,United Kingdom,10.5
566221,21581,SKULLS  DESIGN  COTTON TOTE BAG,1,2011-09-09 16:13:00,4.96,United Kingdom,4.96
572862,22940,FELTCRAFT CHRISTMAS FAIRY,1,2011-10-26 12:48:00,4.25,United Kingdom,4.25
539580,21468,BUTTERFLY CROCHET FOOD COVER,6,2010-12-20 12:51:00,3.75,United Kingdom,22.5
548614,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,2,2011-04-01 11:47:00,2.95,United Kingdom,5.9
567853,23193,BUFFALO BILL TREASURE BOOK BOX,4,2011-09-22 13:31:00,2.25,United Kingdom,9.0
555936,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2011-06-08 09:16:00,2.95,France,17.700000000000003
569998,23247,BISCUIT TIN 50'S CHRISTMAS,6,2011-10-07 08:12:00,2.89,Spain,17.34
580636,22509,SEWING BOX RETROSPOT DESIGN ,4,2011-12-05 12:33:00,3.95,United Kingdom,15.8
556932,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,1,2011-06-15 15:41:00,5.79,United Kingdom,5.79
569545,21824,PAINTED METAL STAR WITH HOLLY BELLS,5,2011-10-04 16:37:00,0.83,United Kingdom,4.1499999999999995
558416,21539,RED RETROSPOT BUTTER DISH,1,2011-06-29 10:50:00,4.95,United Kingdom,4.95
577541,22384,LUNCH BAG PINK POLKADOT,10,2011-11-20 14:31:00,1.65,United Kingdom,16.5
538991,22083,PAPER CHAIN KIT RETROSPOT,40,2010-12-15 11:53:00,2.55,United Kingdom,102.0
548400,21902,"KEY FOB , FRONT  DOOR ",6,2011-03-30 17:33:00,0.65,United Kingdom,3.9000000000000004
557676,22635,CHILDS BREAKFAST SET DOLLY GIRL ,2,2011-06-22 10:28:00,9.95,United Kingdom,19.9
538199,21467,CHERRY CROCHET FOOD COVER,1,2010-12-10 11:02:00,3.75,United Kingdom,3.75
541138,22747,POPPY'S PLAYHOUSE BATHROOM,6,2011-01-14 10:42:00,2.1,France,12.600000000000001
541684,22041,"RECORD FRAME 7"" SINGLE SIZE ",6,2011-01-20 15:22:00,2.55,United Kingdom,15.299999999999999
C568903,22068,BLACK PIRATE TREASURE CHEST,-12,2011-09-29 13:29:00,1.65,United Kingdom,-19.799999999999997
537880,21588,RETROSPOT GIANT TUBE MATCHES,12,2010-12-09 09:14:00,2.55,United Kingdom,30.599999999999998
551271,22467,GUMBALL COAT RACK,12,2011-04-27 12:39:00,2.55,United Kingdom,30.599999999999998
580188,21914,BLUE HARMONICA IN BOX ,9,2011-12-02 12:02:00,1.25,United Kingdom,11.25
581439,22446,PIN CUSHION BABUSHKA PINK,7,2011-12-08 16:30:00,2.46,United Kingdom,17.22
552234,21215,IVORY PAPER CUP CAKE CASES ,2,2011-05-06 16:01:00,1.25,United Kingdom,2.5
537237,22360,GLASS JAR ENGLISH CONFECTIONERY,2,2010-12-06 09:58:00,5.91,United Kingdom,11.82
540501,21618,4 WILDFLOWER BOTANICAL CANDLES,12,2011-01-09 10:43:00,1.25,United Kingdom,15.0
567615,22111,SCOTTIE DOG HOT WATER BOTTLE,1,2011-09-21 12:14:00,4.95,United Kingdom,4.95
574965,23493,VINTAGE DOILY TRAVEL SEWING KIT,1,2011-11-08 10:44:00,1.95,United Kingdom,1.95
541215,22470,HEART OF WICKER LARGE,6,2011-01-14 13:42:00,2.95,United Kingdom,17.700000000000003
537240,22082,RIBBON REEL STRIPES DESIGN ,9,2010-12-06 10:08:00,3.36,United Kingdom,30.24
559052,84991,60 TEATIME FAIRY CAKE CASES,4,2011-07-05 16:53:00,1.25,United Kingdom,5.0
570408,22093,MOTORING TISSUE BOX,360,2011-10-10 12:59:00,0.39,United Kingdom,140.4
571272,23313,VINTAGE CHRISTMAS BUNTING,6,2011-10-16 12:19:00,4.95,United Kingdom,29.700000000000003
554103,21793,CLASSIC FRENCH STYLE BASKET BROWN,3,2011-05-22 13:51:00,3.95,United Kingdom,11.850000000000001
556091,85099B,JUMBO BAG RED RETROSPOT,1,2011-06-08 15:25:00,4.13,United Kingdom,4.13
545162,22798,ANTIQUE GLASS DRESSING TABLE POT,8,2011-02-28 13:35:00,2.95,United Kingdom,23.6
565232,22663,JUMBO BAG DOLLY GIRL DESIGN,2,2011-09-02 09:30:00,4.13,United Kingdom,8.26
576837,22998,TRAVEL CARD WALLET KEEP CALM,2,2011-11-16 15:16:00,0.83,United Kingdom,1.66
560300,22709,WRAP WEDDING DAY,25,2011-07-18 10:29:00,0.42,EIRE,10.5
548973,22385,JUMBO BAG SPACEBOY DESIGN,10,2011-04-05 11:44:00,1.95,United Kingdom,19.5
558614,23202,JUMBO BAG VINTAGE LEAF,1,2011-06-30 15:56:00,4.13,United Kingdom,4.13
560300,90030A,SPOTTED WHITE NATURAL SEED NECKLACE,6,2011-07-18 10:29:00,1.0,EIRE,6.0
540278,21329,DINOSAURS  WRITING SET ,1,2011-01-06 12:31:00,1.65,United Kingdom,1.65
555410,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2011-06-03 09:30:00,0.65,United Kingdom,10.4
543985,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2011-02-15 09:44:00,4.13,United Kingdom,4.13
559557,23241,TREASURE TIN GYMKHANA DESIGN,6,2011-07-11 10:33:00,2.08,Canada,12.48
559302,22424,ENAMEL BREAD BIN CREAM,1,2011-07-07 12:47:00,12.75,United Kingdom,12.75
564843,23201,JUMBO BAG ALPHABET,1,2011-08-30 14:09:00,2.08,United Kingdom,2.08
540518,84050,PINK HEART SHAPE EGG FRYING PAN,6,2011-01-09 12:03:00,1.65,United Kingdom,9.899999999999999
559107,23309,SET OF 60 I LOVE LONDON CAKE CASES ,3,2011-07-06 11:22:00,0.55,United Kingdom,1.6500000000000001
548490,84997D,CHILDRENS CUTLERY POLKADOT PINK,4,2011-03-31 13:13:00,4.15,United Kingdom,16.6
542626,21245,GREEN POLKADOT PLATE ,8,2011-01-31 09:51:00,1.69,Germany,13.52
574251,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-11-03 13:22:00,3.95,United Kingdom,15.8
579175,22112,CHOCOLATE HOT WATER BOTTLE,6,2011-11-28 14:39:00,4.95,United Kingdom,29.700000000000003
571465,23546,WRAP PAISLEY PARK ,25,2011-10-17 14:29:00,0.42,United Kingdom,10.5
547550,84946,ANTIQUE SILVER T-LIGHT GLASS,72,2011-03-23 15:41:00,1.06,United Kingdom,76.32000000000001
573275,15056BL,EDWARDIAN PARASOL BLACK,3,2011-10-28 13:12:00,5.95,United Kingdom,17.85
580501,22792,FLUTED ANTIQUE CANDLE HOLDER,8,2011-12-04 13:00:00,0.85,United Kingdom,6.8
571061,23301,GARDENERS KNEELING PAD KEEP CALM ,1,2011-10-13 14:33:00,3.29,United Kingdom,3.29
537081,20679,EDWARDIAN PARASOL RED,12,2010-12-05 12:00:00,5.95,Lithuania,71.4
567656,47591D,PINK FAIRY CAKE CHILDRENS APRON,1,2011-09-21 14:40:00,4.13,United Kingdom,4.13
577047,37450,CERAMIC CAKE BOWL + HANGING CAKES,12,2011-11-17 13:48:00,2.95,United Kingdom,35.400000000000006
539456,21743,STAR PORTABLE TABLE LIGHT ,2,2010-12-17 17:23:00,2.95,United Kingdom,5.9
566060,90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,1,2011-09-08 15:27:00,10.4,United Kingdom,10.4
566292,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,2011-09-11 15:35:00,0.85,United Kingdom,10.2
572994,22469,HEART OF WICKER SMALL,12,2011-10-27 11:10:00,1.65,United Kingdom,19.799999999999997
C569410,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,-12,2011-10-04 09:48:00,1.25,United Kingdom,-15.0
562596,23295,SET OF 12 MINI LOAF BAKING CASES,8,2011-08-08 09:22:00,0.83,United Kingdom,6.64
577543,22380,TOY TIDY SPACEBOY  ,5,2011-11-20 14:40:00,2.1,United Kingdom,10.5
553549,84279B,CHERRY BLOSSOM DECORATIVE FLASK,1,2011-05-17 16:09:00,8.29,United Kingdom,8.29
559909,22046,TEA PARTY  WRAPPING PAPER ,25,2011-07-13 14:28:00,0.42,United Kingdom,10.5
579777,23189,SET OF 12 FORK CANDLES,1,2011-11-30 15:13:00,5.79,United Kingdom,5.79
